200	https://aws.amazon.com/ec2/nitro/nitro-enclaves/
200	https://aws.eu/european-sovereign-cloud/
200	https://cloud.baidu.com/deepseek.html
200	https://deepmind.google/models/gemma/gemma-3n/
200	https://developers.openai.com/api/docs/pricing
200	https://docs.cloud.google.com/compute/docs/about-confidential-vm
200	https://docs.langchain.com/oss/python/langchain/agents
200	https://docs.nvidia.com/nim/large-language-models/latest/deployment/air-gap-deployment.html
403	https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/installing_and_uninstalling_openshift_ai_self-managed_in_a_disconnected_environment/deploying-openshift-ai-in-a-disconnected-environment_install
200	https://e.huawei.com/cn/products/computing/ascend
200	https://e.huawei.com/cn/products/computing/ascend/atlas-500
200	https://epoch.ai/data/ai-models
200	https://github.com/deepseek-ai/DeepSeek-R1
200	https://github.com/ggml-org/llama.cpp
200	https://hai.stanford.edu/ai-index/2026-ai-index-report/technical-performance
200	https://learn.microsoft.com/en-us/azure/confidential-computing/overview
200	https://learn.microsoft.com/en-us/industry/sovereign-cloud/overview/microsoft-sovereign-cloud
200	https://learn.microsoft.com/en-us/windows/ai/cards/phi-silica-platform-card
200	https://lmstudio.ai/
200	https://machinelearning.apple.com/research/introducing-apple-foundation-models
200	https://nvidianews.nvidia.com/news/hpe-nvidia-ai-computing-generative-ai
200	https://nvidianews.nvidia.com/news/nvidia-announces-dgx-spark-and-dgx-station-personal-ai-computers
200	https://ollama.com/
403	https://openai.com/index/introducing-codex/
200	https://openai.github.io/openai-agents-python/agents/
200	https://qwenlm.github.io/blog/qwen3/
200	https://security.apple.com/blog/private-cloud-compute/
200	https://security.apple.com/documentation/private-cloud-compute
200	https://vllm.ai/
200	https://www.alibabacloud.com/help/zh/doc-detail/2579562.html
200	https://www.amd.com/en/newsroom/press-releases/2024-6-2-amd-unveils-next-gen-zen-5-ryzen-processors-to-p.html
200	https://www.anthropic.com/news/model-context-protocol
200	https://www.c114.com.cn/news/117/a1300068.html
200	https://www.cac.gov.cn/2022-07/07/c_1658811536396503.htm
200	https://www.cac.gov.cn/2024-03/22/c_1712776612187994.htm
200	https://www.caict.ac.cn/kxyj/qwfb/ztbg/202510/P020251031405764520571.pdf
200	https://www.ccgp.gov.cn/cggg/zygg/zbgg/202504/t20250411_24429839.htm
200	https://www.claude.com/blog/claude-code-on-the-web
200	https://www.claude.com/product/claude-code
200	https://www.lenovo.com.cn/wiki/article-51809.html
200	https://www.microsoft.com/en-us/windows/copilot-plus-pcs
200	https://www.nvidia.com/en-us/ai-data-science/products/nim-microservices/
200	https://www.nvidia.com/en-us/products/workstations/dgx-spark/
200	https://www.qualcomm.com/laptops/products
200	https://www.sensecore.cn/product/AI-in-One
200	https://www.zstack.io/product/aiosDeepSeek/
